,MonthlyCharges,TotalCharges,Churn,Age,customer lifetime value,gender_Female,gender_Male,InternetService_DSL,InternetService_Fiber optic,InternetService_No,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1 - 12,tenure_group_13 - 24,tenure_group_25 - 36,tenure_group_37 - 48,tenure_group_49 - 60,tenure_group_61 - 72
195,96.55,1901.65,0,73,257.3686214775324,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
196,24.1,587.4,0,74,64.24219345011424,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
197,111.35,6519.75,0,78,296.8202589489718,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
198,112.25,8041.65,0,77,299.2193450114242,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
199,20.75,20.75,0,70,55.31226199543031,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
200,101.9,2681.15,0,78,271.6298552932216,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
201,80.05,1112.3,0,75,213.3853769992384,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
202,105.55,7405.5,0,75,281.35948210205635,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
203,78.3,1033.95,0,76,208.72048743335873,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
204,68.85,2958.95,0,70,183.5300837776085,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
205,79.95,2684.85,0,67,213.11881188118812,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
206,55.45,4179.2,0,69,147.8103579588728,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
207,79.9,79.9,1,70,212.98552932216296,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
208,106.6,1934.45,1,74,284.1584158415841,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
209,102.45,6654.1,0,77,273.0959634424981,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
210,46.0,84.5,1,66,122.61995430312261,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
211,25.25,25.25,0,70,67.3076923076923,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
212,19.75,1124.2,0,68,52.64661081492765,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
213,20.0,540.05,0,65,53.313023610053314,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
214,86.8,1975.85,0,76,231.37852246763137,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
215,58.75,3437.45,0,73,156.60700685453162,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
216,45.25,3139.8,0,70,120.62071591774561,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
217,56.6,3789.2,0,68,150.87585681645086,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
218,84.2,5324.5,0,77,224.44782939832444,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
219,80.0,624.6,0,73,213.25209444021326,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
220,70.15,268.35,1,71,186.995430312262,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
221,24.75,1836.9,0,69,65.97486671744097,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
222,20.2,20.2,0,80,53.84615384615384,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
223,50.05,179.35,1,66,133.41584158415841,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
224,19.35,219.35,0,79,51.58035034272658,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
225,50.6,1288.75,0,80,134.88194973343488,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
226,81.15,2545.75,0,78,216.31759329779135,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
227,55.2,55.2,1,67,147.14394516374713,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
228,89.9,2723.15,0,73,239.64204112718963,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
229,85.3,4107.25,0,75,227.38004569687735,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
230,108.0,5760.65,0,67,287.8903274942879,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
231,93.5,4747.5,0,75,249.23838537699922,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
232,84.6,84.6,1,80,225.51408987052548,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
233,20.25,1566.9,0,72,53.97943640517897,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
234,25.15,702.0,0,70,67.04112718964204,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
235,54.4,114.1,1,73,145.011424219345,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
236,29.6,299.05,0,75,78.9032749428789,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
237,73.15,1305.95,0,70,194.99238385377,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
238,95.0,1120.3,1,77,253.23686214775321,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
239,19.75,284.35,0,80,52.64661081492765,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
240,86.6,6350.5,0,78,230.8453922315308,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
241,109.2,7878.3,0,69,291.08910891089107,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
242,74.7,3187.65,0,71,199.1241431835491,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
243,94.4,6126.15,0,70,251.63747143945164,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
244,54.8,731.3,0,66,146.07768469154607,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
245,75.35,273.4,0,77,200.8568164508758,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
246,65.0,2531.8,0,71,173.26732673267327,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
247,74.4,1074.3,1,68,198.32444782939834,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
248,48.55,48.55,1,71,129.41736481340442,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
249,99.0,4298.45,0,79,263.8994668697639,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
250,93.5,4619.55,0,80,249.23838537699922,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
251,70.4,147.15,1,65,187.66184310738768,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
252,40.2,40.2,1,70,107.15917745620716,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
253,83.7,2633.3,0,68,223.1150038080731,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
254,19.85,193.05,0,80,52.91317593297792,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
255,59.55,4103.9,0,77,158.73952779893372,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
256,115.1,7008.15,0,65,306.8164508758568,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
257,114.35,5791.1,0,66,304.8172124904798,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
258,44.6,80.55,1,70,118.88804265041888,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
259,45.0,1228.65,0,69,119.95430312261995,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
260,41.15,132.2,1,66,109.69154607768469,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
261,106.9,1364.3,1,75,284.95811119573494,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
262,89.85,4925.35,0,75,239.50875856816447,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
263,49.85,1520.1,0,67,132.88271134805788,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
264,113.3,5032.25,0,75,302.018278750952,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
265,88.1,5526.75,0,74,234.8438690022848,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
266,24.9,1195.25,0,74,66.37471439451636,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
267,105.0,2007.25,0,67,279.8933739527799,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
268,19.35,1099.6,1,74,51.58035034272658,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
269,24.25,1732.95,0,69,64.64204112718964,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
270,94.45,1511.2,1,70,251.77075399847675,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
271,59.75,3450.15,0,79,159.27265803503425,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
272,24.8,24.8,1,76,66.10814927646611,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
273,107.05,2172.05,0,78,285.35795887281034,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
274,70.6,70.6,1,79,188.19497334348816,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
275,85.4,401.1,1,73,227.64661081492764,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
276,105.05,5624.85,1,74,280.026656511805,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
277,64.95,1339.8,0,73,173.13404417364814,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
278,55.0,771.95,0,71,146.6108149276466,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
279,50.55,244.75,0,68,134.74866717440975,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
280,55.15,322.9,0,70,147.010662604722,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
281,51.2,498.25,0,66,136.48134044173648,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
282,25.4,25.4,0,65,67.7075399847677,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
283,54.45,3687.75,0,78,145.14470677837014,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
284,95.15,1779.95,1,74,253.6367098248286,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
285,76.0,1783.6,0,78,202.5894897182026,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
286,44.35,927.15,0,79,118.22162985529322,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
287,70.0,70.0,1,76,186.5955826351866,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
288,74.5,606.55,1,67,198.59101294744858,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
289,44.85,435.4,1,80,119.55445544554456,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
290,76.1,1712.7,1,77,202.85605483625284,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
291,61.2,2021.2,0,73,163.13785224676315,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
292,86.8,1940.8,0,74,231.37852246763137,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
293,89.35,567.8,0,76,238.17593297791313,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
294,19.7,220.35,0,78,52.513328255902515,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
295,20.25,20.25,0,78,53.97943640517897,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
296,76.05,5436.45,0,66,202.7227722772277,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
297,100.8,3437.5,0,69,268.6976389946687,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
298,74.55,3015.75,0,74,198.7242955064737,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
299,73.6,73.6,1,68,196.19192688499615,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
300,64.9,1509.8,0,68,173.000761614623,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
301,95.45,396.1,1,68,254.43640517897944,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
302,90.4,356.65,0,75,240.974866717441,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
303,60.3,4109.0,0,73,160.73876618431072,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
304,81.85,3141.7,0,72,218.18354912414316,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
305,24.8,1229.1,0,68,66.10814927646611,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
306,74.9,2303.35,1,74,199.65727341964967,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
307,75.55,2054.4,0,71,201.38994668697637,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
308,101.15,3741.85,0,75,269.6306169078446,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
309,78.75,3682.45,0,66,209.9200304645849,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
310,19.25,19.25,0,76,51.31378522467631,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
311,89.05,1886.25,0,67,237.37623762376236,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
312,115.05,4895.1,0,79,306.68316831683165,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
313,69.35,341.6,0,78,184.86290936785983,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
314,80.6,415.55,1,79,214.85148514851483,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
315,110.05,5686.4,0,78,293.35491241431833,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
316,19.9,1355.1,0,71,53.04645849200304,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
317,80.3,3058.65,1,76,214.05178979436403,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
318,93.15,2231.05,1,65,248.30540746382331,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
319,91.5,3236.35,0,75,243.9070830159939,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
320,82.45,4350.1,1,75,219.78293983244478,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
321,60.0,4264.0,0,69,159.93907083015992,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
322,44.8,44.8,0,68,119.42117288651941,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
323,48.6,422.3,0,66,129.55064737242955,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
324,60.05,4176.7,0,65,160.07235338918505,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
325,102.7,5138.1,0,77,273.76237623762376,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
326,82.9,880.05,0,66,220.982482863671,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
327,70.35,139.05,1,72,187.52856054836252,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
328,35.9,973.65,0,77,95.69687738004568,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
329,82.65,1470.05,0,66,220.31607006854532,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
330,19.85,739.35,0,80,52.91317593297792,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
331,19.2,161.95,0,68,51.180502665651176,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
332,94.9,4422.95,0,78,252.97029702970298,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
333,73.85,511.25,1,74,196.85833968012184,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
334,80.6,155.8,1,74,214.85148514851483,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
335,75.8,5293.95,1,65,202.05635948210204,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
336,104.6,4759.85,1,70,278.8271134805788,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
337,88.15,6148.45,0,70,234.97715156130997,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
338,94.8,3565.65,0,75,252.70373191165268,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
339,103.4,6603.0,1,70,275.6283320639756,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
340,54.65,1830.1,0,71,145.67783701447067,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
341,85.75,6223.8,0,79,228.57958872810357,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
342,67.45,4508.65,0,79,179.79817212490482,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
343,20.5,1328.15,0,73,54.64584920030464,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
344,20.25,865.0,0,74,53.97943640517897,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
345,72.1,72.1,0,80,192.19345011424218,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
346,90.4,168.2,1,69,240.974866717441,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
347,19.45,1303.5,0,71,51.84691546077684,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
348,44.95,996.85,0,73,119.82102056359481,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
349,97.0,6430.9,0,79,258.56816450875857,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
350,62.8,2278.75,0,67,167.40289413556738,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
351,44.6,681.4,0,72,118.88804265041888,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
352,89.15,574.35,0,75,237.64280274181266,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
353,84.8,371.9,1,76,226.047220106626,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
354,41.9,840.1,1,69,111.69078446306168,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
355,80.25,846.0,1,76,213.9185072353389,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
356,54.1,889.0,0,68,144.2117288651942,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
357,105.25,6823.4,0,77,280.55978674790555,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
358,30.75,805.1,1,67,81.96877380045696,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
359,97.1,4016.75,0,67,258.83472962680884,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
360,20.2,83.75,0,76,53.84615384615384,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
361,98.8,3959.15,0,66,263.36633663366337,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
362,50.3,2878.55,0,80,134.08225437928408,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
363,20.55,945.7,0,78,54.77913175932977,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
364,75.9,1373.05,0,69,202.3229246001523,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
365,96.5,492.55,1,78,257.23533891850724,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
366,59.95,1406.0,0,78,159.80578827113482,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
367,19.15,19.15,0,68,51.04722010662604,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
368,98.65,6962.85,0,75,262.96648895658797,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
369,112.6,8126.65,0,70,300.1523229246001,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
370,20.6,690.25,0,65,54.91241431835491,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
371,85.65,181.5,1,71,228.31302361005334,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
372,35.75,830.8,0,72,95.29702970297029,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
373,99.75,5608.4,0,69,265.8987052551409,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
374,96.1,3646.8,0,70,256.1690784463061,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
375,85.1,3662.25,0,80,226.84691546077684,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
376,25.35,25.35,0,73,67.57425742574257,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
377,104.95,2566.5,1,73,279.76009139375475,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
378,89.65,5308.7,0,79,238.975628332064,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
379,86.75,1410.25,0,79,231.2452399086062,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
380,86.2,3339.05,0,73,229.7791317593298,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
381,50.65,50.65,1,77,135.01523229246,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
382,64.8,4732.35,0,68,172.7341964965727,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
383,90.85,90.85,1,70,242.17440974866716,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
384,108.1,5067.45,0,68,288.15689261233814,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
385,19.95,214.75,1,76,53.179741051028174,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
386,85.45,4874.7,1,68,227.77989337395277,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
387,54.75,2348.45,0,80,145.94440213252093,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
388,90.4,4063.0,0,79,240.974866717441,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
389,44.0,44.0,0,78,117.28865194211728,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
390,95.6,2595.25,0,76,254.8362528560548,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
391,84.8,2309.55,0,65,226.047220106626,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
392,44.3,89.3,0,80,118.08834729626808,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
393,19.9,367.55,0,65,53.04645849200304,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
394,95.05,3944.5,0,78,253.37014470677835,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
